"porn?
empty/1"	"text artifacts?
empty/1"	"unnatural?
empty/1"	"lang correct?
0/1"	text_show	id
				"20/09/12 Ai 14 di Setembar si è tignude a Tramatza, in Sardegne, la riunion de Consulte Rivoluzionarie dulà che a àn partecipât passe 600 rapresentants dai moviments che a àn decidût di fâ part di chest gnûf sogjet. Ae Consulte a àn aderît, tra i altris, il Moviment dai Pastôrs Sarts, la Confederazion Sindacâl Sarde e diviers partîts indipendentiscj tant che iRS, Sardigna Natzione e Sardigna Libera. Propit chescj ultins a àn dât la lôr disponibilitât a fâ un pas indaûr par meti adun un bloc unit
... 10092 chars skipped ...
a cirin di bandonâ il paîs domandant asîl politic inaltrò. Dut chest al sucêt cence che il guvier populist di Victor Orban e dal so partît Fidesz al intervegni. La esasperazion tra i rom e je cussì alte che al è ancje cui che al à decidût di rispuindi cu la stesse monede. Inte citât di Pécs, di fat, e je stade comunicade la nassite de Roma Gárda (Vuardie Rom) tant che organizazion pe autodifese di rom, ebreus e di altris minorancis che si cjatin al centri dai atacs di grups de diestre neofassist
... 10092 chars skipped ...
"	e02edd08c44fcc55e4c317d3f9917fe1
				"Il Teatri Stabil Furlan, cu la direzion artistiche di Massimo Somaglino, al torne in Avost cun doi apontaments di no pierdi, ospit di rassegnis impuartantis che si tegnin tal nestri Friûl. La prime di ricuardâ e je ai 22 di Avost, dì de muart dal dramaturc e poete Siro Angeli, personalitât che il TSF al à onorât dedicant propit a lui il so licôf, tal mês di Mai passât, cu la rapresentazion “La Cjase. Lagrimis di aiar e soreli”, sot de regjie di Carlotta Del Bianco. ◆ A Cesclans duncje, in ocasio
... 1409 chars skipped ...
te inmagant, filosof, leterât gurizan, e Nadia Baraden, profughe russe, bielone, elegante, cosmopolite. Dut al è ambientât inte Florence dal 1906, indulà che e cjape forme une storie tra i doi che e merete di jessi cognossude. Ideazion e scriture di Antonio Devetag, regjie di Claudio de Maglio. Dutis lis informazions su: mittelfest.org. ❚ La seconde edizion de manifestazion “Stin dongje ae Patrie” e rapresente un moment di incuintri e di solidarietât cul mensîl “La Patrie dal Friûl”, gjornâl scr
... 1409 chars skipped ...
"	d45a641af439e65fca790c478067d1d0
				"Sâr President, daûr ce che àn scrit i gjornâi, Lui intune cunvigne al varès dit che al sarès miôr che ai fruts e ai zovins, tes scuelis, si ur insegnàs l’inglês o il cinês pluitost che il furlan. In rapuart al fat che vuê, te ete de globalizazion, i furlans e i zovins a àn di lavorâ e di tignî un grum di rapuarts tal forest. Seont Lui, par jessi bogns furlans, al è avonde tabaiâ la marilenghe in famee, tra amîs, cui lavorents de proprie aziende. Chest resonament lu fasin, purtrop, ancjemò cetanc
... 2111 chars skipped ...
is a son rispietâts di ducj pal lôr impegn, pe capacitât e serietât tal lavôr e che cui «Fogolârs furlans» a tegnin vive la identitât nestre e il lôr amôr pal Friûl e pe sô int? Vuê il furlan, graciis aes batais fatis e ai dirits otignûts, al è ricognossût dal Stât talian, de Union europeane come une lenghe a ducj i efiets, che e sta finalmentri jentrant tes scuelis, te Universitât dal Friûl, tes Istituzions publichis, te Rai e sui gjornâi. O vin di cjapâ cussience ducj de necessitât di jessi un
... 2111 chars skipped ...
"	18a0f308ee1d2fa613afa0371da9298a
				"Sul numar di Otubar 2013 da La Patrie dal Friûl, o vevi scrit un articul su ce che la gnove stagjon teatrâl nus vares risiervât di spetacui in marilenghe. No vevi podût fâ di mancul di rimarcjâ sei la scjarsetât di propuestis, sei la mancjance di ideis gnovis. O vevin a pene viodût L’ùali di Diu, l’impuartant lavôr di Miklos Hubay, voltât cun grande atenzion e amôr di Carlo Tolazzi te variante pesarine dal furlan, e puartade sul palc cu la regjie di Massimo Somaglino. Une opare che si mostrave t
... 1419 chars skipped ...
s un contribût di elaborazion e di cognossince che nol podarès fâ di mancul di riverberâsi su ducj chei che si interessin di culture (autôrs, atôrs, operadôrs culturâi, produtôrs, opinion leader…) dismovint une gnove passion su ce che e varà di jessi la lenghe te societât furlane dal doman. ❚ Franco Marchetta La Patrie dal Friûl e presente il libri “Feminis furlanis fuartis”. Storiis di feminis furlanis dal dì di vuê, pôc o par nuie cognossudis, diferentis par etât, divignince, esperiencis forma
... 1419 chars skipped ...
"	2044f9d0ec0281ad224db4643f984bf9
				"Al va dilunc il braç di fier tra Londre e Brussel. Il Plaid Cymru al presente un plan di pueste Al sofle aiar di burlaç parsore des tratativis jenfri il Ream Unît e la Union Europeane (UE) par sierâ cuntun acuardi la Brexit e par imbastî relazions di sest tra lis dôs parts pal avignî, dopo completât il divorzi. Vie pal mês passât, Londre e à tornât a alçâ la vôs. In particolâr, il prin ministri Boris Johnson, ai 7 di Setembar stâts, al à fat capî cence zîrs di peraulis che nol à nissune voie di 
... 2223 chars skipped ...
ocjant la cuote dal 59%. Sîs agns indaûr dome inte zone di Glasgow – che e je une de plui popolosis – il «Sì» al veve cjapât la maiorance, intant che inaltrò e jere restade sot dal 50%. Cumò, impen, a son cinc lis circoscrizions teritoriâls là che i indipendentiscj a saressin in maiorance, cemût che al ven ricuardât ancje intun articul jessût su The National. ◆ Une tindince di cheste fate e ven indenant ancje in Gales, là che l’indipendentisim al à molât di jessi un fenomen margjinâl. Cun di fat
... 2223 chars skipped ...
"	b728261dbd1d412a0561273e094a02c2
				Furlans gjenerôs cuant che si trate di judâ cui che al à bisugne. La iniziative “Dona la spesa per la scuola”, inmaneade a pro de onlus di Udine Hattiva Lab, inviade intai negozis di Coop Alleanza 3.0 di Udin, in vie Pradamano, e di Cividât, e à permetût intune zornade di tirâ su’ passe doi mil euros di materiâl di cancelarie, come penis, cuaders, lapis, penarei e altri. “Ce che o vin cjapât su’ – e à dit Paola Benin, presidente de cooperative sociâl – al sarà dât a gratis aes fameis in dificoltât e aes organizazions dal nestri teritori che a judin i fruts e i fantats che a àn bisugne”. (a.d.g.) – 02.10.2024	d13b119a4f95873b93bbd93612daecdf
				Associazione Calcio Milan L'Associazione Calcio Milan e je une scuadre di balon de citât di Milan, nassude tal 1899 e che al dì di vuê e zuie tal campionât talian di Serie A. Il Milan e je la scuadre cun plui titui internazionâi: an'd'à 18 (7 a son lis Copis dai Campions concuistadis). In Italie e je la tierce scuadre a vê vinçût di plui, stant daûr ae Juventus e al Inter; il Milan difat al à vinçût 18 scudets, 1 Cope Federâl, 5 Copis Italie e 6 Supercopis talianis. I colôrs de scuadre a son il ros e il neri.	6dffbf4565c62d1e23f7f78a03511c7e
				"Storie I boscs de basse furlane a son ce che al reste de antighe “Silva lupanica”, il bosc grandonon che une volte al cuvierzeve dute la planure da la Livence al Lusinç. Intal teritori dal comun di Muçane, lontan un centenâr di metris de linie di cueste de marine di Maran, a son restâts ancjemò doi boscs di latifoliis, massime rôl e çamar: il Bosc Baredi/Selva d’Arvoncli, grant sù par jù 170 etars, e il bosc Code di Manin, di sù par jù 150 etars. A son dôs formazions di bosc “relit”, lontanis un
... 1897 chars skipped ...
 in dì di vuê. Adun cun chestis speciis, a ‘nt vivin altris de micro e de macro faune, peadis insiemi intun ecuilibri simbiotic. Anton von Zach (par cure di), Topographisch-geometrische Kriegskarte von dem Herzogtum Venedig, 1798-1805, particolâr dai boscs di Muçane, XVI.12-XVI.13, 1801-1802, Österreichisches Staatsarchiv Kriegsarchiv, Viene. “che se non fossero li boschi dalli quali ai tempi debiti et opportuni si serviamo saressemo isforzziati a bandonare il paese et morirssi di fame” (Vicinie
... 1897 chars skipped ...
"	54448cf9319795f1d942af5a2a6e8267
				"In Italie a son bielzà un pâr di decenis che si à capît che la jeve obligatorie no si pues plui fâle, stant i gnûfs ecuilibris jenfri difese e sigurece, sedi internis che a nivel mondiâl; par chest si sin indreçâts su fuarcis armadis di professioniscj. In Austrie invezit la jeve obligatorie e à simpri continuât e cumò a pensin di vierzile ancje aes feminis. ◆ Scomençant dal 1955, l’esercit austriac si poie su la jeve obligatorie maschîl intant che lis feminis a son une ecezion e par cumò a vegni
... 1890 chars skipped ...
et dal parê dai masclis. Il scandai al veve domandis precisis su lis motivazions pro o cuintri de jeve obligatorie feminîl e des rispuestis al è vignût fûr che oms e feminis le pensin diferente su la paritât di tratament di ducj chei che a son sometûts ai dovês militârs. ◆ L’argoment plui fuart a pro – tignût sù soredut dai oms – al tocje la paritât fra oms e feminis, che in chest mût e sarès garantide inmò di plui. Le pensin diferente lis feminis, che a disin di jessi za disvantazadis in tancj 
... 1890 chars skipped ...
"	e0fe340cc3cd767233f94f488cf27580
				"Cussì, daûr lis lastris o cjali Fevrâr che si strissine su lis cumieriis, e si ferme là jù da pît, dongje la merlete imbombade di nêf. I ramaçs a son neris, la tiere e mostre la anime scure; nancje une ponte di vert e cuche, nancje un bâr di tale le sbuse. Ma se tu stâs cidin un moment, tu sintis cori, dulinvie il prât, un ghiti lizêr, un sgrisul di vite. O pensi di someâ a chest mês, un fregul stiçôs, un tic rabiôs, dispès suturni. Ce che o volarès pescjâ la tiere cui scarpons, sintîle criçâ, j
... 1318 chars skipped ...
nt, cussì l’aiar lu sofle vie. L’aiar… a mi puarte une voie, un segret scuindût e dolç, impiât tant che faliscje e inniât te anime: sotvôs o dîs al cîl frêt e insiorât dal soreli a mont: “Sisilute, ti spieti, cuant tornistu?” ■ di GIULIANA PELLEGRINI La seconde edizion de manifestazion “Stin dongje ae Patrie” e rapresente un moment di incuintri e di solidarietât cul mensîl “La Patrie dal Friûl”, gjornâl scrit fûr par fûr in lenghe furlane fintremai dal lontan 1946. Inte serade, che e sarà presen
... 1318 chars skipped ...
"	10b434e1932dafb25d2a8bfd93924bd5
