"porn?
empty/1"	"text artifacts?
empty/1"	"unnatural?
empty/1"	"lang correct?
0/1"	text_show	id
			0	"Kako izgleda iskustvo jednog dugogodišnjeg člana organizacije AIESEC? Šta je sve naučila i kako je to naučeno primenila? Da li je nekada poželela da odustane?
Odgovore na ova i još neka pitanja dobili smo od Nevene Petrović, predsednice AIESEC-a na Fakultetu organizacionih nauka. Evo kako izgleda njena priča:
Kako je izgledao tvoj prvi susret sa organizacijom?
Na FON-u postoji Open Day – dan kada se sve organizacije na fakultetu predstavljaju. Tada sam prišla štandovima organizacija za koje sam 
... (1391 chars skipped) ... 
municirati određene poruke, budući da drugačiji ljudi jednu istu poruku mogu skroz različito shvatiti. Bilo je potrebno da prilagodim svoj način komuniciranja drugima. Ova veština će mi svakako značiti i kasnije u karijeri. Pored toga, od osobe koja je bila zadužena samo za delić neke funkcije od jednom sam dobila da vodim ceo sektor koji se sastojao od osmoro ljudi.
Kada su u pitanju profesionalne veštine pojam “strateško razmišljanje i planiranje” mi je dobio sasvim novo značenje pošto mi u or
... (1391 chars skipped) ...
 što želite. Ja sam sama ulazila u AIESEC (obično ljudi ulaze sa drugaricom ili poznaju već nekoga), ali sam imala ljude koji su me podržavali i bodrili. Isprva sam mislila da mi pričaju to samo radi reda, ali sam kasnije skontala koliko mi je ta podrška istinski značila. Ako se plašite sami da unesete promenu u svoj život okružite se drugima jer ćete onda imati i obavezu prema tim ljudima i uliće vam hrabrost.
Autor teksta:
Ana Stojadinović, PR Menadžer, AIESEC na Fakultetu organizacionih nauka"	30b00bb719066b6df8970aec1e0ac92c
			0	"Iran se sprema da lokalnim kompanijama dozvoli uvoz „ajfona“ kako bi sprečio veliko krijumčarenje Eplovih proizvoda, izvestili su lokalni mediji.
Iransko ministarstvo trgovine je od državne Organizacije za promociju trgovine zatražilo licence za devet iranskih kompanija koje bi uvozile „ajfone“, prenela je iranska novinska agencija Tasnim.
Neoficijelne Eplove prodavnice su uobičajene u šoping centrima, a veliki broj mladih i bogatih stanovnika poseduje najnovije modele „ajfona“.
Iranska vlada je dugo „zatvarala oči“ na masovno krijumčarenje telefona i druge robe sa Zapada, a najnovija borba protiv ovih praksi je „pogurala“ cene „ajfona“, navodi AFP.
Čak i kada dobiju licence, ostaje upitno da li će iranske kompanije biti u mogućnosti da kupuju „ajfone“ na međunarodnom tržištu, s obzirom na to da je Iran još uvek pod sankcijama SAD koje mu blokiraju pristup najvećem delu međunarodnog bankarskog sistema.
(Tanjug)"	7b56e84a9f51dba5696eb9d19fe87928
	1		0	"Bivši japanski premijer Šinzo Abe preminuo je od posledica ranjavanja, objavio je danas BBC, pozivajući se na japanski nacionalni servis NHK.
08. 07. 2022.
Policija je saopštila da je posle potere uhapsila dvadesetdvogodišnjeg Roberta Krimoa, osumnjičenog za pucnjavu u predgrađu Čikaga u kojoj je ubijeno najmanje šestoro ljudi i ranjeno više od 36 osoba tokom parade povodom obeležavanja Dana nezavisnosti, 4. jula.
05. 07. 2022.
U trgovačkom centru u Kopenhagenu ubijene su tri osobe i ranjeno viš
... (109 chars skipped) ... 
 poginule u pucnjavi u bolnici u Tulsi u Oklahomi, a ubio se i napadač, saopštila je policija, javlja Radio Slobodna Evropa.
02. 06. 2022.
U pucnjavi u osnovnoj školi, u državi Teksas, ubijeno je 19 učenika i dva nastavnika, više od desetoro dece je povređeno, a osumnjičeni osamnaestogodišnjak je ubijen.
25. 05. 2022.
Američki predsednik Džozef Bajden nazvao je masovnu pucnjavu u teksaškoj osnovnoj školi ""još jednim masakarom"" u Sjedinjenim Državama.
25. 05. 2022.
Četiri osobe su poginule u pucn
... (109 chars skipped) ...
Policija Čačka identifikovala je i pronašla osobu koja je danas u Čačku napala poslanika Srpske napredne stranke Bratislava Jugovića, saopštilo je danas Ministarstvo unutrašnjih poslova.
03. 04. 2022.
U srednjoj školi u gradu Oksfordu, u američkoj saveznoj državi Mičigen, petnaestogodišnji napadač ubio je trojicu učenika i ranio šest osoba, uključujući i jednog nastavnika.
30. 11. 2021.
Policija je u Oslu ubila muškarca koji je nožem povredio jednog policajca i pretio prolaznicima.
09. 11. 2021."	e7ac0a2b2f8ce447ad3866c6dc685dbf
	1	1	0	"Ako ste ikad pogledali bilo koji Američki film, onda znate na kakve žurke se misli kad…
Radna biografija predstavlja prvi korak aplikacije svakog kandidata za radno mesto, te samim time poslodavac prve…
U kontekstu starenja globalne populacije, kao jednog od najvećih izazova modernog doba, napredak u medicini i…
Program energetske sanacije stambenih zgrada, porodičnih kuća i stanova koji je pokrenut 2021. godine raspisan je…
Izuzetan potencijal Pčinjskog okruga sa fokusom na ekonomski napredak i težnju ka upotrebi svih resursa sve…"	79371c5c426171c88bfb1f786c616fc2
	1		1	"Ana ukrala i potrošila sav novac svojih roditelja dok su bili na RESPIRATORU: Operisala grudi, kupila auto, bahatila se, a onda je STIGLA KARMA – EVO šta je snašlo! (FOTO)
Poslovica “sto ljudi, sto ćudi” nam se pokazuje sve više i više istinitom, pogotovo kada pročitamo jednu priču kao što je ova.
Svi mi znamo barem jednu osobu koja je toliko sebična da je spremna da uradi stvari koje mi nikada ne bismo uradili, i to sve kako bi zadovoljili svoje potrebe.
Danas ćemo vam govoriti o jednoj 22-godišnjoj djevojci iz Amerike po imenu Ana Peskin, koja je željela da poveća svoje grudi, ali nije imala dovoljno novca kako bi to uradila.
Njeni roditelji su se zarazili korona virusom, i zbog toga što su imali teške simptome smješteni su u bolnicu i spojeni na respiratore.
Ana je uradila nešto neoprostivo, nije se brinula za svoje roditelje, već je nastojila da ispuni svoju želju…
GLEDAJTE NAJNOVIJE SERIJE – SVE EPIZODE NA SAJTU – KLIKNI OVDJE
Pratite nas na INSTAGRAMU I FACEBOOKU
(RBSM-RADIO)"	cab0290c52c6b692ab627871cf280149
	1		0	"-Šta ćemo ovde na agori okupljeni?
Treba danas varvari da stignu.
-Zašto u senatu vlada takav nered?
Što senatori većaju a ne donose zakone?
Zato što će varvari danas stići.
Kakve još zakone da donesu senatori?
Varvari će ih načiniti čim stignu.
-Zašto nam je car tako poranio,
i na glavnoj kapiji grada zaseo
na presto, sav svečan, sa krunom na glavi?
Zato što će danas varvari stići.
Pa car čeka da primi
njihovog vođu. Pripremio je
specijalno za njega povelju na pergamentu
sa silnim titulama i po
... (31 chars skipped) ... 
konzula i pretori
pojavili u svojim crvenim togama sa vezom;
zašto su stavili narukvice s toliko ametista,
i sjajno prstenje s divnim smaragdima;
zašto su im danas u rukama skupoceni štapovi
sa čudesnim inkrustacijama u zlatu i srebru?
Zato što će danas varvari stići;
a takve stvari zasenjuju varvare.
-Zašto naših valjanih retora nema da kao uvek
saopšte svoje besede, da kažu svoju reč?
Zato što će danas varvari stići;
a njima su govori i svečane besede dosadni.
-Zašto odjednom nastade toliki ne
... (31 chars skipped) ...
stala ozbiljna).
Zašto se tako brzo prazne ulice i trgovi
i svi se vraćaju kućama jako zabrinuti?
Zato što se već smrklo a varvari nisu došli.
A neki ljudi su stigli sa granice
i rekli da varvara više nema.
Pa sad, šta ćemo bez varvara?
Oni su ipak bili neko rešenje.
Prevela: Ksenija Maricki-Gađanski
bas tako.
Reblogged this on nagovor na filosofiju.
Povratni ping: očekujući varvare (pjesma Konstantina Kavafija) | nagovor na filosofiju
Povratni ping: Pad Evrope kao globalni problem « Pavle Bašić"	534f66b0acd38e5bf0dbeed5cbbfc38b
			0	"Popravka „Gazele” neće početi ni ovog proleća. Razloga ima bezbroj. Počevši od nerešenog pitanja iseljavanja Roma koji žive ispod mosta, preko Univerzijade koja se u julu održava u glavnom gradu, pa sve do manjka para u gradskom i republičkom budžetu, što je posledica ekonomske krize.
Zbog toga će, kaže dr Dragoljub Đakonović, sekretar za saobraćaj, temeljna obnova najdužeg beogradskog prelaza preko Save, najverovatnije, sačekati jesen. On je, inače, još krajem prošle godine nagoveštavao da bi p
... (1028 chars skipped) ... 
vić koji, ipak, najavljuje neke radove za proleće.
Predviđeno je, kaže, da u martu počne popravka dela autoputa od Bubanj potoka do Aerodroma „Nikola Tesla”. Ali, zanimljivo je i začuđujuće da „Gazela”, iako se nalazi na ovoj deonici, neće biti obuhvaćena obnovom autoputa.
To, međutim, negira Zoran Drobnjak, direktor „Puteva Srbije”, i naglašava da popravka ovog mosta počinje u aprilu ili maju. On ističe da je preostalo jedino da do tada budu izabrani izvođači radova.
– Novac je obezbeđen iz međ
... (1028 chars skipped) ...
 je ovaj most, a naročito čelična konstrukcija, u kritičnom stanju i da radovi moraju da počnu što pre. Od tada je mnogo vode proteklo Savom, a stručnjaci „Most projekta” su utvrdili da su noseći šrafovi i čelični kablovi napadnuti korozijom, kao i da popravka više ne bi smela da čeka, jer može da dođe do neželjenih posledica.
Ovome bi trebalo dodati i podatak da „Gazelu” dnevno pređe oko 160.000 vozila, među kojima je mnogo „teretnjaka”, iako je projektovan da izdrži svega 38.000 vozila na dan."	b7cdbd156289219b308c8b4f9d63cf23
			1	"U cilju povećanja aktivnosti i uticaja organizacija civilnog društva iz Bosne i Hercegovine u zaštiti životne sredine kroz umrežavanje, jačanje kapaciteta i promociju mjera zaštite zraka i zemljišta, Centar za razvoj i podršku (CRP) iz Tuzle, u partnerstvu sa organizacijama Centar za ekonomski i ruralni razvoj (CERD) iz Laktaša i Mreža za ruralni razvoj u BiH (MRR u BiH) iz Istočnog Sarajeva, realizuje projekat “GreenWorks – ZeleniRadovi, uticaj civilnog društva na smanjenje zagađenja zraka i ze
... (1081 chars skipped) ... 
inicijativa, projekat je okupio 60 direktnih korisnika koji su kroz vanprojektne aktivnosti nastavili saradnju. Kroz inicijativu su stvoreni uslovi za iskorak po pitanju promocije srednjeg i donjeg dijela toka rijeke Une, koji se prostire na području četiri lokalne zajednice.
Realizacijom projekta je uspostavljena saradnja između upravljača zaštićenim područjem, OCD-a i obrazovnih ustanova; Kreirana je internet prezentacija zaštićenog područja; nadograđene su administrativne procedure vezane za 
... (1081 chars skipped) ...
ks – ZeleniRadovi, uticaj civilnog društva na smanjenje zagađenja zraka i zemljišta” finansira Evropska unija u okviru Programa podrške civilnom društvu i medijima za Bosnu i Hercegovinu 2019 – Podrška postojećim i novoosnovanim mrežama OCD-a u različitim oblastima, a sufinansiraju Ministarstvo prostornog uređenja i zaštite okolice Tuzlanskog kantona, Ministarstvo privrede Tuzlanskog kantona, Fond za zaštitu okoliša i energetsku efikasnost Republike Srpske, Grad Tuzla, Grad Cazin i Grad Laktaši."	f9cdb1b938c1650403e9788ebcdfecfc
	1		0	"I u prošlom kolu napadači su prilično ispoštovali, pre svega oni premium kao što su Kejn, Vardi i Auba, koji su baš lepe poene doneli. Pošto u ovom kolu svi imamo na piku za kapitena samo jednog igrača, neću previše pametovati u ovom tekstu. Džejmi Vardi – kući sa Noričem Poslednje 4 utakmice Poslednja utakmica Dodira u zadnjoj 1/3 […]
Pročitaj višeCategory: Fantazi
Zbog veoma kratke pauze drugi put zaredom pišem ovakav tekst u kojem ću staviti većinu onoga što treba da znate iz fantazija. Počeć
... (685 chars skipped) ... 
i sada treba videti kako će tim reagovati na promenu, Totenhem i Liverpul imaju lake utakmice kod kuće koje trebaju dobiti ubedljivo, dok Čelsi igra Londonski derbi koji takođe treba dobiti, ali tu se ne zna ništa. Utakmica između […]
Pročitaj višeProšlo kolo su skoro svi napadači ispoštovali, dosta njih je imalo makar neki učinak kao npr. Obamejang, koji je svakako mogao više, ali je dosta njih i donelo lepe bodove kao što su Vardi, Himenez, Vud, Lakazet, Rašford, Ings, Firmino, Kejn. U svakom 
... (685 chars skipped) ...
itene iz ovih ekipa, tako da ćemo se pozabaviti nekim drugim igračima koji mogu da donesu neke poene u ovom kolu. Džejmi […]
Pročitaj višeOvo je raspored što se tiče 12. kola i sasvim je jasno koja utakmica iskače od ostalih. Međutim ima još par utakmica koje će biti interesantne, što iz aspekta pozicija na tabeli, što iz aspekta nekog rivalstva. Totenhem i Junajted će tražiti pobede na domaćem terenu protiv Šefilda i Brajtona, a Sautempton i Everton će se boriti za goli život, […]
Pročitaj više"	076bd0821c6698cf2356f155b5a6d2b7
			1	"U američkom gradu New Yorku održan je skup podrške Palestini i Libanu na kojem su oštro osuđeni izraelski napadi na civile u Gazi.
Protest je održan u organizaciji aktivista udruženja ""Within Our Lifetime (WOL)"", a okupljeni su tražili da Izrael prekine brutalne napade u Palestini i Libanu.
U jednom momentu je došlo i do sukobljavanja policije sa demonstrantima koji su pokušali da pobjegnu od snaga sigurnosti.
Demonstranti su naišli na oštru intervenciju policije na demonstracijama održanim tokom posjete američkog predsjednika Joea Bidena New Yorku, a mnogi su i privedeni.
Napetosti su porasle duž libanske granice s Izraelom tokom prekograničnih napada između Hezbollaha i izraelskih snaga dok Tel Aviv nastavlja sa svojom smrtonosnom ofanzivom na Pojas Gaze, u kojoj je od 7. oktobra prošle godine ubijeno više od 37.800 ljudi."	769384502dc4483e44d71d5c9dd0cb87
