"porn?
empty/1"	"text artifacts?
empty/1"	"unnatural?
empty/1"	"lang correct?
0/1"	text_show	id
0				1	"Χωριστούς δρόμους αποφάσισαν να τραβήξουν η Ερασμία Μάνου και ο Βασίλης Δημάκης, 9 περίπου μήνες μετά την υπογραφή του συμφώνου συμβίωσης.
Η είδηση έγινε γνωστή όταν ο κρατούμενος στις φυλακές Κορυδαλλού ανακοίνωσε μέσω social πως πρόκειται να προχωρήσουν στη λύση του συμφώνου συμβίωσης για αυστηρά προσωπικούς λόγους και πως το διαζύγιό τους είναι συναινετικό.
Ο Βασίλης Δημάκης μίλησε μάλιστα τηλεφωνικά στο ""Πρωινό"" και την Έλλη Αυξεντίου, αποκαλύπτοντας άγνωστες λεπτομέρειες για το τέλος της σχ
... (148 chars skipped) ... 
σης: Eρασμία Mάνου & Bασίλης Δημάκης: Χωρισμός για το ζευγάρι 9 μήνες μετά το σύμφωνο συμβίωσης! ""Οι λόγοι είναι…""
""Την Τρίτη έχω ραντεβού με τον συμβολαιογράφο, να προσέλθει στο κατάστημα, έτσι ώστε να λύσουμε το σύμφωνο συμβίωσης, το οποίο είχαμε συνάψει τότε. Όνειρα κάνουν όλοι, αλλά το θέμα είναι ότι είναι λόγοι που δεν μπορούν να υπερνικηθούν από κανέναν μας.
Τουλάχιστον από την πλευρά μου σίγουρα και δεν μας επιτρέπουν για κανέναν λόγο να είμαστε μαζί. Είναι μια γυναίκα που αγαπάω και θα σ
... (148 chars skipped) ...
μία στο τρισεκατομμύριο, για κανέναν λόγο. Η κρίση ξεκίνησε από την παραμονή Πρωτοχρονιάς και έπειτα. Δεν υπήρξε κανένα πρόβλημα. Τα μόνα συννεφάκια που υπήρξαν ήταν αυτά που ταξιδεύαμε μαζί. Αλλά υπάρχει και ο Θεός Δίας που ρίχνει κεραυνούς, τώρα κάποια στιγμή θα βγει στην επιφάνεια ποιος είναι ο Θεός Δίας.
Δεν αφορά σας λέω τρίτο πρόσωπο, δηλαδή κάποιος σύντροφος, μια δικιά μου, ή κάποιος σύντροφος νέος της. Το βιώνω μια χαρά διότι είναι κοινή συναινέσει"" είπε, μεταξύ άλλων, ο Βασίλης Δημάκης."	68aed13b176ddc39590a02bf37ec086f
1		1.0	1.0	1	"28 Νοε 2015
Στο Ιράν, η Chahdortt Djavann φόρεσε για δέκα χρόνια τη μαντήλα. Ήταν αυτό ή θάνατος. Το ότι την αποδέχονται στη Γαλλία θυμώνει τη συγγράφισα.
Η Chahdortt Djavann, νέα ευαίσθητη τριανταπεντάχρονη γυναίκα, γοητευμένη από τη γαλλική γλώσσα όταν έφτασε στη Γαλλία από το Ιράν πριν από δώδεκα χρόνια, βούτηξε την πένα της σε όξινο μελάνι για να γράψει το ""Bas les Voiles"". Η ίδια μαντηλοφόρα από τα δεκατρία έως τα εικοσιτρία της χρόνια, αναστατώνεται όταν βλέπει στους δρόμους της χώρας υποδ
... (22771 chars skipped) ... 
που δεν μπορεί καν να ληφθεί σοβαρά υπόψη.
Στο βαθμό που τα παιδιά βρίσκονται σε καλύτερη θέση σε οικογένειες στις οποίες οι γονείς είναι έγγαμες-οι, [τα παιδιά] είναι σε καλύτερη θέση αν έχουν μεγαλώσει είτε με τις βιολογικές-ούς γονείς τους είτε με τις θετές-ούς γονείς. Η διάκριση κατά των ζευγαριών είναι παράλογη, και ως εκ τούτου αντισυνταγματική ακόμη και αν η διάκριση αυτή δεν έχει υποβληθεί σε εξονυχιστική έρευνα, η οποία είναι το γιατί που μπορούμε σε μεγάλο βαθμό παραλείψουμε την πιο σύ
... (22771 chars skipped) ...
ούν που
μένουν εκτός προγράμματος, η κυβέρνηση
θα μπορούσε να απαντήσει πως μόνο για
τις εργαζόμενες με χαμηλότερα εισοδήματα
δημιουργήθηκε κρατική
ανησυχία, η ανησυχία ότι θα ήθελαν να
είναι σε θέση να συντηρήσουν την εαυτή
τις κατά τη συνταξιοδότησή τις, χωρίς
κυβερνητική ενθάρρυνση για να σωθεί η
συνταξιοδότησή τις, ενώ είναι νέες.
Την είδηση την βρήκαμε στις 4.9.2014 και την μεταφράσαμε από την https://38.media.tumblr.com/8532fff79925c630d5c361560cf8f717/tumblr_njxejpmnrT1s2yegdo1_r1_400.gif"	13fdb07aa9a0b508487d52c892cac1f3
2			1.0	1	"Τονωτική Αρρενωπότητα Ξεχάστε τον όρο “τοξική αρρενωπότητα”. Ας μιλήσουμε για την Τονωτική Αρρενωπότητα. Πολλοί ψυχολόγοι και θεραπευτές έχουν υιοθετήσει τον…
Red Pill, MGTOW, MRA, ίνσελς και φεμινισμός μέρος Β: ίνσελς Όταν πολλοί άντρες μαζεύονται και αρχίζουν να συζητούν το πρόβλημα…
Red pill, mgtow, MRA, ίνσελς και φεμινισμός μέρος α Συχνά ακούμε από τις φεμινίστριες όταν συζητάμε για κάποιο θέμα που…
Ένας πυροσβέστης μιλά για τον φεμινισμό Έπειτα από αρκετές μέρες στο πεδίο και αποστολές στα περισσότερα μέτωπα της χώρας όπου…
Η δολοφονία στα Γλυκά Νερά και η κορύφωση του φεμινιστικού αφηγήματος Η δολοφονία στα Γλυκά Νερά είναι αδιαμφισβήτητα σοκαριστική και…
Η συνεπιμέλεια ήταν η αρχή Δεν έχει πολλές ημέρες που το νομοσχέδιο για την συνεπιμέλεια ψηφίστηκε στην Βουλή. Ένα νομοσχέδιο…
Ένα χαρακτηριστικό παράδειγμα του πως η ενδοοικογενειακή βία κατά των αντρών καθίσταται αόρατη. Δημόσιος χλευασμός και απαξίωση σε τηλεοπτική εκπομπή…."	9cc2d6dedbe3bc6f7448b8fc91b0bd4c
3		1.0		1	"Ιδανικά για την προσέγγιση γεωμετρικών και προμαθηματικών εννοιών.
Learn More14,90€ πλέον ΦΠΑ
Gigo Τριγωνική Βάση & Κάρτες για Πάτερν Μπλοκ Τριγωνική Βάση & Κάρτες για Πάτερν Μπλοκ. Η βάση με τις κάρτες για πάτερν μπλοκ εξοικειώνει τα παιδιά με τη χρήση των σχημάτων μέσα από την συμπλήρωση του τριγώνου με το συνδυασμό διαφόρων σχημάτων, την συμπλήρωση των άχρωμων σχημάτων της καρτέλας με τα αντίστοιχα πλαστικά σχήματα του […]
Learn More6,10€ πλέον ΦΠΑ
Το σετ περιέχει 60 κρίκους αλυσίδας σε 4 χρώ
... (530 chars skipped) ... 
χει συνθέσεις από απλές έως σύνθετες έτσι ώστε οι μαθητές να εξοικειωθούν με την χρήση των πεντόμινο. Διαστάσεις: 11.5 x 16cm
Learn More6,90€ πλέον ΦΠΑ
Κύκλοι διαμέτρου περίπου 60 εκατοστών σε τρία χρώματα. Οι μαθητές δημιουργούν σύνολα – ομάδες με όμοια η διαφορετικά αντικείμενα. Το σετ περιέχει 3 κύκλους σε τρία χρώματα κόκκινο, μπλε και κίτρινο. Σε συνδυασμό με τα Γεωμετρικά Σχήματα οι μαθητές κατανοούν την ομαδοποίηση καθώς και τα σύνολα, υποσύνολα, τομή συνόλων στις ομάδες των γεωμετρικών σ
... (530 chars skipped) ...
ηλοσυνδεόμενους κύβους με τους οποίους τα παιδιά θα παίξουν, θα αναπτύξουν τη λεπτή κινητικότητα, θα προσεγγίσουν τις μετρήσεις βάρους και θα διευρύνουν τη φαντασία τους δημιουργώντας διάφορα αντικείμενα, φτιάχνοντας μοτίβα και συγκρίνοντας ποσότητες. Ιδανικό σετ για τάξη.
Learn More17,90€ πλέον ΦΠΑ
Ένας οικονομικός τρόπος για να εισάγετε τα αυθεντικά ξύλινα Cuisenaire® στην τάξη σας. Το πακέτο περιέχει 155 ξύλινα ραβδάκια Cuisenaire® σε πλαστικό κουβαδάκι αποθήκευσης.
Learn More34,90€ πλέον ΦΠΑ"	e65fdd12b238619ba704381e3bbc8ca0
4				1	"Zehetmair Quartett
Κουαρτέτο εγχόρδων
Thomas Zehetmair βιολί
Kuba Jakowicz βιολί
Ruth Killius βιόλα
Christian Elliott βιολοντσέλο
“Οι τέσσερις μουσικοί τελειοποίησαν τη μαεστρία στα όργανά τους με υπνοβατική βεβαιότητα. Μόνο έτσι μπόρεσαν να φτάσουν στα όρια του δυνατού”.
Το Zehetmair Quartett ιδρύθηκε το 1994 από τον Αυστριακό βιολονίστα και μαέστρο Thomas Zehetmair και κατατάσσεται πλέον ανάμεσα στα καλύτερα Kουαρτέτα εγχόρδων στον κόσμο. Το Kουαρτέτο φημίζεται για τις εκλεπτυσμένες, διανοούμε
... (532 chars skipped) ... 
γχόρδων του Robert Schumann στο Wigmore Hall του Λονδίνου και την παγκόσμια πρεμιέρα του Κουαρτέτου εγχόρδων αρ. 2 του Heinz Holliger, έργο που παραγγέλθηκε από την Köln Musik GmbH για το Zehetmair Quartett. Ακόμη, η παράσταση του Zehetmair Quartett το 2009 κατά τη διάρκεια των εορτασμών για τα 100ά γενέθλια του Elliott Carter στη Νέα Υόρκη αποδείχθηκε εκπληκτική επιτυχία.
Το Κουαρτέτο εμφανίζεται τακτικά στα σημαντικότερα μουσικά κέντρα της Ευρώπης όπως το Άμστερνταμ, η Βαρκελώνη, το Λουξεμβούρ
... (532 chars skipped) ...
λύτερη διεθνή παραγωγή της χρονιάς.
Μια ηχογράφηση με το Κουαρτέτα εγχόρδων αρ. 4 του Hindemith και το Κουαρτέτο εγχόρδων αρ. 5 του Bartók αναγνωρίστηκε ως ηχογράφηση αναφοράς στα μέσα ενημέρωσης και αναγνωρίστηκε με το Diapason d'Or de l'Année. Το πιο πρόσφατο άλμπουμ του συνόλου είναι αφιερωμένο στους Beethoven, Bruckner, Hartmann και Holliger.
Τον Νοέμβριο του 2014, το Zehetmair Quartett τιμήθηκε με το Βραβείο Paul Hindemith από την πόλη του Hanau, για τις εξαιρετικές μουσικές του ικανότητες."	f93ddce2ab18af41d17ae81f6e45d0c8
5				1	"Η Δόξα Κατωκοπιάς μετά το σημερινό 2-1 επί της ΠΑΕΕΚ στην Περιστερώνα έφτασε στους δεκατρείς βαθμούς και οδηγεί την κούρσα του Πρωταθλήματος Β’ Κατηγορίας.
Το συγκρότημα του Μάριου Κωνσταντίνου πέτυχε σήμερα την τέταρτη φετινή του νίκη από τέρματα που πέτυχαν οι Μπονιφάτσιο (39’) και Ατούλ Μπαλτέ (51’).
Για τον Μπαλτέ το σημερινό ήταν το πέμπτο γκολ σε ισάριθμους αγώνες. Ο Πορτογάλος ποδοσφαιριστής οδηγεί την κούρσα των σκόρερ.
Η ΠΑΕΕΚ που δέχτηκε την πρώτη της φετινή ήττα, μείωσε σε 2-1 στο 86’
... (200 chars skipped) ... 
λευταίους τρεις αγώνες της.
Αποτελέσματα
ΣΑΒΒΑΤΟ 15/10
Αγία Νάπα-Ονήσιλλος 3-1
Ακρίτας-ΕΝ Παρεκκλησιάς 1-0
ΑΠΕΠ-Εθνικός Άσσιας 0-1
Ατρόμητος-Χαλκάνορας 0-1
Οθέλλος-Ομόνοια Αρ. 1-0
ΚΥΡΙΑΚΗ 16/10
Δόξα-ΠΑΕΕΚ 2-1
ΑΠΟΠ/Κινύρας-ΑΕΠ 0-1
Βαθμολογία
1 ΔΟΞΑ ΚΑΤΩΚΟΠΙΑΣ 5 4 1 0 12 4 13
2 ΑΚΡΙΤΑΣ ΧΛΩΡΑΚΑΣ 5 3 1 1 7 8 10
3 ΑΘΛΗΤΙΚΗ ΕΝΩΣΗ ΠΑΦΟΣ 5 3 1 1 7 3 10
4 ΟΘΕΛΛΟΣ ΑΘΗΑΙΝΟΥ 5 3 1 1 6 3 10
5 Α.Ο. ΑΓΙΑΣ ΝΑΠΑΣ 4 3 0 1 10 4 9
6 ΧΑΛΚΑΝΟΡΑΣ ΔΑΛΙΟΥ 5 1 4 0 11 10 7
7 ΕΘΝΙΚΟΣ ΑΣΣΙΑΣ 5 2 1 2 6 9 7
8 ΑΠΕΠ ΠΙΤΣΙΛΙΑΣ 5
... (200 chars skipped) ...
ΑΤΡΟΜΗΤΟΣ ΓΕΡΟΣΚΗΠΟΥ 5 0 0 5 2 8 0
ΤΕΛΕΥΤΑΙΕΣ ΕΙΔΗΣΕΙΣ Β' ΚΑΤΗΓΟΡΙΑΣ
ΡΟΗ ΕΙΔΗΣΕΩΝ
ΒΑΘΜΟΛΟΓΙΑ Β ΚΑΤΗΓΟΡΙΑΣ
ΔΗΜΟΣΚΟΠΗΣΗ
Ποιος είναι ο ΜVP του φετινού πρωταθλήματος;
Offsite News
-
Οίκος Fitch – Σε καθεστώς επιτήρησης έθεσε τις κυπριακές τράπεζες
21 May 2012 | 11:38 pm
-
Επιτροπή Οικονομικών – Να γίνει έρευνα για όλες τις τράπεζες
21 May 2012 | 11:33 pm
-
Πρόεδρος Δημοκρατίας – Ήταν βέβαιος
21 May 2012 | 11:32 pm
-
Πρόβλημα Οικονομίας – Να αντιμετωπιστεί η έκθεση των τραπεζών
21 May 2012 | 11:30 pm"	1aeb07655ce43e7305e58ce3eb8454ee
6		1.0		1	"Με ένα φάουλ που -υποτίθεται ότι- έκανε ο Τσόχλας και το οποίο φαίνεται πως είδαν μόνον οι... διαιτητές, κρίθηκε το ντέρμπι Άρη - ΠΑΟΚ στο μπάσκετ, αφού οι δύο ομάδες, επιβεβαιώνοντας τον χαρακτηρισμό του ματς, το έφεραν στην παράταση.
Στα 2'' για το φινάλε της παράτασης του αγώνα Άρης-ΠΑΟΚ στο Αλεξάνδρειο, με το σκορ στο 82-82 και τους «κίτρινους» στην επίθεση, δόθηκε (υπερβολικό) φάουλ του Τσόχλα στον Μποχωρίδη. Ο αρχηγός του Άρη ευστόχησε στη μία βολή, έχασε τη δεύτερη, πήρε το ριμπάουντ και 
... (593 chars skipped) ... 
α τη συνέχεια του χρονιάς. Την ενέργεια που βγάλαμε και πιστεύω ότι έχουμε να δείξουμε πολλά ακόμα. Ο χρόνος θα είναι σύμμαχος μας από εδώ και πέρα. Δυστυχώς, χάσαμε ένα παιχνίδι που αν το είχαμε κερδίσει θα ήταν πολύ σημαντικό για να μας βοηθήσει με την ψυχολογία μας στη συνέχεια».
Για το φάουλ στην τελευταία φάση: «Τώρα για τον τρόπο, θεωρώ ότι πρέπει να ξεπερνάς όλες τις δυσκολίες, όλους τους αντιπάλους και να συνεχίζεις. Να γίνεσαι πιο δυνατός από αυτό για να βελτιώνεσαι σαν ομάδας και χαρακ
... (593 chars skipped) ...
 3, Σλαφτσάκης 8 (1), Dragisevic 17, Morris 11 (1)
ΠΑΟΚ: Lewis 6, Smith 28 (4), Σχίζας, Καρράς, Τσόχλας 7 (1), Μαργαρίτης 17 (2), Best, Καραμανώλης, Wiggins 8, Egekeze, Σαρικόπουλος 8, Knowles 8
Σχόλια
Δημοσίευση σχολίου
Τα σχόλια ελέγχονται πριν από τη δημοσίευση. Απαντάμε σε επώνυμα σχόλια. Διαγράφουμε υβριστικά σχόλια, που μπορεί να προκαλέσουν εισαγγελική παρέμβαση.
Με τη λέξη επαλήθευσης που ζητάμε, προσπαθούμε να αποφύγουμε τα spam και τυχόν ιούς, που θα βλάψουν και το δικό σας υπολογιστή."	5d54de28406e0e34d76e46071d9ed9c3
7				1	"«Η συγκεκριμένη ημέρα είναι η ημέρα του εκάστοτε Προέδρου», συνηθίζει να λέει ο τέως Πρόεδρος της Δημοκρατίας, που επιλέγει να ακολουθήσει μια ""θεσμική στάση"" στην πρόσκληση που του απέστειλε η Κατερίνα Σακελλαροπούλου για τη φετινή δεξίωση στο Προεδρικό Μέγαρο, σύμφωνα δε με πληροφορίες έχει αρμοδίως ενημερώσει τη διάδοχό του.
Υπενθυμίζεται ότι ο Κάρολος Παπούλιας, παρότι διατηρούσε και διατηρεί μια άριστη προσωπική σχέση με τον Προκόπη Παυλόπουλο,δεν είχε παραστεί σε καμία δεξίωση στο Προεδρικό, ενώ ίσως ο μοναδικός πρώην Πρόεδρος που συμμετείχε υπήρξε ο Χρήστος Σαρτζετάκης.
Οποιαδήποτε άλλη σκέψη για την απουσία του τέως Προέδρου από τη Δεξίωση, πέραν της θεσμικής συμπεριφοράς, είναι εκ του πονηρού, όπως λένε και συνεργάτες του."	94ccf4c05022c7199a6f095d4bce776b
8				1	"Έπειτα από μία πρόσφατη εμφάνισή της, δεν ήταν λίγα τα δημοσιεύματαπου που ήθελαν την Ελευθερίου Ελευθερίου να έχει μερικά παραπανήσια κιλά.
Η Ελευθερία Ελευθερίου, λοιπόν, ενοχλημένη με τα σχόλια που γράφτηκαν για την εμφάνισή της στο νυχτερινό κέντρο “Casablanca” που εμφανίζεται η Νίνα Λοτσάρη και ο Παναγιώτης Πετράκης έδωσε τη δική της απάντηση δημοσιεύοντας μια selfie της και γράφοντας χαρακτηριστικά στο λογαριασμό της:
«Είναι άσχημο να δέχεσαι κριτική για το αν είσαι 5 κιλά πάνω-κάτω. «Ολική αλλαγή» είναι ο τίτλος που διάβασα σήμερα! Ποιο είναι το πρότυπο τελικά; να είσαι αδύνατος για τους άλλους ή να νιώθεις υγιής για τον εαυτό σου; Έχω περάσει το στάδιο του να μην τρως τίποτα για να αρέσει και μόνο κακό έκανα στον εαυτό μου! Νιώθω πιο ωραία από κάθε άλλη φορά! Γυμνάζομαι και ακολουθώ μια φυσιολογική ζωή! Ευχαριστώ #sosad».
Η φωτογραφία από την πρόσφατη βραδινή της έξοδο"	7224e00192da69719bc342450148c3a8
9			1.0	1	"Eco Slim λειτουργία Χιλιάδες χρόνια ιατρικές. Ζύγιζε 340 Κιλά και είχε Χρόνια. Να χάσουν βάρος,.
Χάσουν βάρος. Για να χάσουν βάρος.
Πάνω από 88, 9cm. Από τη χειρότερη φόρμα,. Προσθέστε πάνω από. 40, 0 – πολύ. Πολλοί άνθρωποι ονειρεύονται να χάσουν βάρος αλλά. Μετράει πάνω από 40 χρόνια. Δεκαοχτώ χρόνια. Τα τελευταία χρόνια όλο και περισσότεροι άνθρωποι ειδικά όσοι είναι πάνω από 40 ακολουθούν με ευλάβεια την κετογονική δίαιτα για να χάσουν βάρος.
5 Έχασε 50 κιλά σε 7 χρόνια. Χρόνια όλο και περισσότεροι άνθρωποι ειδικά όσοι είναι πάνω από 40 . Η 48χρονη Milla Clark από το. Έπειτα από πέντε χρόνια θα ζύγισες. # 40 « Μετά από. Η πάνω από 30. Αν πάρεις πάνω από 6.
Φίλος όσων θέλουν να χάσουν βάρος,. Χάσουν βάρος πάνω από 40 χρόνια. Χάσουν βάρος πάνω από 40 χρόνια. Και πάνω από.
Πάνω από 40, προτιμούν την κετογονική δίαιτα για να χάσουν βάρος. Δύο και πάνω. # 35 Πάνω από 312 κιλά και 158.
Οι άνθρωποι μπορούν να χάσουν βάρος,. Μια μητέρα 5 παιδιών με βάρος 340. Πολλοί είναι και εκείνοι που θέλουν να χάσουν βάρος. Χρόνια έχουν.
Στα 51 της χρόνια,. Τι πρέπει να τρώνε οι άντρες για να χάσουν βάρος. Το σώμα στα άτομα άνω των 40 ετών είναι."	564f3a536f4747237436c31f3bd4256b
